ID,出现概率,类型,随机次数,掉落组1
8292,10000,1,1,10000:1:175000:175000;10000:102:10:10;10000:9006:1:1;10000:531:7:7;
8293,10000,1,1,10000:1:175000:175000;10000:102:10:10;10000:9006:1:1;10000:531:7:7;10000:11214:1:1;
8294,10000,1,1,10000:1:175000:175000;
8295,10000,1,1,10000:1:175000:175000;10000:101:10:10;
8296,10000,1,1,10000:1:175000:175000;10000:101:10:10;10000:7006:1:1;
8297,10000,1,1,10000:1:175000:175000;10000:101:10:10;10000:7006:1:1;10000:531:7:7;
8298,10000,1,1,10000:1:175000:175000;10000:101:10:10;10000:7006:1:1;10000:531:7:7;10000:11214:1:1;
8299,10000,1,1,10000:1:175000:175000;
8300,10000,1,1,10000:1:175000:175000;10000:102:10:10;
8301,10000,1,1,10000:1:175000:175000;10000:102:10:10;10000:626:1:1;
8302,10000,1,1,10000:1:175000:175000;10000:102:10:10;10000:626:1:1;10000:531:7:7;
8303,10000,1,1,10000:1:175000:175000;10000:102:10:10;10000:626:1:1;10000:531:7:7;10000:11214:1:1;
8304,10000,1,1,10000:1:175000:175000;
8305,10000,1,1,10000:1:175000:175000;10000:101:10:10;
8306,10000,1,1,10000:1:175000:175000;10000:101:10:10;10000:606:1:1;
8307,10000,1,1,10000:1:175000:175000;10000:101:10:10;10000:606:1:1;10000:531:7:7;
8308,10000,1,1,10000:1:175000:175000;10000:101:10:10;10000:606:1:1;10000:531:7:7;10000:11214:1:1;
8309,10000,1,1,10000:1:200000:200000;
8310,10000,1,1,10000:1:200000:200000;10000:101:10:10;
8311,10000,1,1,10000:1:200000:200000;10000:101:10:10;10000:6006:1:1;
8312,10000,1,1,10000:1:200000:200000;10000:101:10:10;10000:6006:1:1;10000:531:7:7;
8313,10000,1,1,10000:1:200000:200000;10000:101:10:10;10000:6006:1:1;10000:531:7:7;10000:11215:1:1;
8314,10000,1,1,10000:1:200000:200000;
8315,10000,1,1,10000:1:200000:200000;10000:102:10:10;
8316,10000,1,1,10000:1:200000:200000;10000:102:10:10;10000:5006:1:1;
8317,10000,1,1,10000:1:200000:200000;10000:102:10:10;10000:5006:1:1;10000:531:7:7;
8318,10000,1,1,10000:1:200000:200000;10000:102:10:10;10000:5006:1:1;10000:531:7:7;10000:11215:1:1;
8319,10000,1,1,10000:1:200000:200000;
8320,10000,1,1,10000:1:200000:200000;10000:101:10:10;
8321,10000,1,1,10000:1:200000:200000;10000:101:10:10;10000:8006:1:1;
8322,10000,1,1,10000:1:200000:200000;10000:101:10:10;10000:8006:1:1;10000:531:7:7;
8323,10000,1,1,10000:1:200000:200000;10000:101:10:10;10000:8006:1:1;10000:531:7:7;10000:11215:1:1;
8324,10000,1,1,10000:1:200000:200000;
8325,10000,1,1,10000:1:200000:200000;10000:102:10:10;
8326,10000,1,1,10000:1:200000:200000;10000:102:10:10;10000:9006:1:1;
8327,10000,1,1,10000:1:200000:200000;10000:102:10:10;10000:9006:1:1;10000:531:7:7;
8328,10000,1,1,10000:1:200000:200000;10000:102:10:10;10000:9006:1:1;10000:531:7:7;10000:11215:1:1;
8329,10000,1,1,10000:1:200000:200000;
8330,10000,1,1,10000:1:200000:200000;10000:101:10:10;
8331,10000,1,1,10000:1:200000:200000;10000:101:10:10;10000:7006:1:1;
8332,10000,1,1,10000:1:200000:200000;10000:101:10:10;10000:7006:1:1;10000:531:7:7;
8333,10000,1,1,10000:1:200000:200000;10000:101:10:10;10000:7006:1:1;10000:531:7:7;10000:11215:1:1;
8334,10000,1,1,10000:1:200000:200000;
8335,10000,1,1,10000:1:200000:200000;10000:102:10:10;
8336,10000,1,1,10000:1:200000:200000;10000:102:10:10;10000:626:1:1;
8337,10000,1,1,10000:1:200000:200000;10000:102:10:10;10000:626:1:1;10000:531:7:7;
8338,10000,1,1,10000:1:200000:200000;10000:102:10:10;10000:626:1:1;10000:531:7:7;10000:11215:1:1;
8339,10000,1,1,10000:1:200000:200000;
8340,10000,1,1,10000:1:200000:200000;10000:101:10:10;
8341,10000,1,1,10000:1:200000:200000;10000:101:10:10;10000:606:1:1;
8342,10000,1,1,10000:1:200000:200000;10000:101:10:10;10000:606:1:1;10000:531:7:7;
8343,10000,1,1,10000:1:200000:200000;10000:101:10:10;10000:606:1:1;10000:531:7:7;10000:11215:1:1;
8344,10000,1,1,10000:1:250000:250000;
8345,10000,1,1,10000:1:250000:250000;10000:101:10:10;
8346,10000,1,1,10000:1:250000:250000;10000:101:10:10;10000:6006:1:1;
8347,10000,1,1,10000:1:250000:250000;10000:101:10:10;10000:6006:1:1;10000:531:7:7;
8348,10000,1,1,10000:1:250000:250000;10000:101:10:10;10000:6006:1:1;10000:531:7:7;10000:11215:1:1;
8349,10000,1,1,10000:1:250000:250000;
8350,10000,1,1,10000:1:250000:250000;10000:102:10:10;
8351,10000,1,1,10000:1:250000:250000;10000:102:10:10;10000:5006:1:1;
8352,10000,1,1,10000:1:250000:250000;10000:102:10:10;10000:5006:1:1;10000:531:7:7;
8353,10000,1,1,10000:1:250000:250000;10000:102:10:10;10000:5006:1:1;10000:531:7:7;10000:11215:1:1;
8354,10000,1,1,10000:1:250000:250000;
8355,10000,1,1,10000:1:250000:250000;10000:101:10:10;
8356,10000,1,1,10000:1:250000:250000;10000:101:10:10;10000:8006:1:1;
8357,10000,1,1,10000:1:250000:250000;10000:101:10:10;10000:8006:1:1;10000:531:7:7;
8358,10000,1,1,10000:1:250000:250000;10000:101:10:10;10000:8006:1:1;10000:531:7:7;10000:11215:1:1;
8359,10000,1,1,10000:1:250000:250000;
8360,10000,1,1,10000:1:250000:250000;10000:102:10:10;
8361,10000,1,1,10000:1:250000:250000;10000:102:10:10;10000:9006:1:1;
8362,10000,1,1,10000:1:250000:250000;10000:102:10:10;10000:9006:1:1;10000:531:7:7;
8363,10000,1,1,10000:1:250000:250000;10000:102:10:10;10000:9006:1:1;10000:531:7:7;10000:11215:1:1;
8364,10000,1,1,10000:1:250000:250000;
8365,10000,1,1,10000:1:250000:250000;10000:101:10:10;
8366,10000,1,1,10000:1:250000:250000;10000:101:10:10;10000:7006:1:1;
8367,10000,1,1,10000:1:250000:250000;10000:101:10:10;10000:7006:1:1;10000:531:7:7;
8368,10000,1,1,10000:1:250000:250000;10000:101:10:10;10000:7006:1:1;10000:531:7:7;10000:11215:1:1;
8369,10000,1,1,10000:1:250000:250000;
8370,10000,1,1,10000:1:250000:250000;10000:102:10:10;
8371,10000,1,1,10000:1:250000:250000;10000:102:10:10;10000:626:1:1;
8372,10000,1,1,10000:1:250000:250000;10000:102:10:10;10000:626:1:1;10000:531:7:7;
8373,10000,1,1,10000:1:250000:250000;10000:102:10:10;10000:626:1:1;10000:531:7:7;10000:11215:1:1;
8374,10000,1,1,10000:1:250000:250000;
8375,10000,1,1,10000:1:250000:250000;10000:101:10:10;
8376,10000,1,1,10000:1:250000:250000;10000:101:10:10;10000:606:1:1;
8377,10000,1,1,10000:1:250000:250000;10000:101:10:10;10000:606:1:1;10000:531:7:7;
8378,10000,1,1,10000:1:250000:250000;10000:101:10:10;10000:606:1:1;10000:531:7:7;10000:11215:1:1;
8379,10000,1,1,10000:2:100:100
8380,10000,1,1,10000:1:80000:80000
8381,10000,1,1,10000:2:80:80
8382,10000,1,1,10000:11562:1:1
