机器人ID,名字,段位ID,等级,机器人模型,装备,技能,头像,伙伴,伙伴装备,伙伴等级,战斗力,机器人系统类别
RobotId,RobotName,ArenaLevelId,RobotLevel,RobotAvatar,RobotEquip,RobotSkill,RobotHeadPortrait,PartnerId,PartnerEquip,PartnerLevel,FightPower,SystemType
int,string,int,int,int,list,list,int,list,list,list,list,int
1533,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1534,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1535,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1536,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1537,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1538,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1539,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1540,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1541,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1542,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1543,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1544,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1545,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1546,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1547,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1548,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1549,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1550,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1551,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1552,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1553,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1554,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1555,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1556,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1557,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1558,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1559,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1560,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1561,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1562,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1563,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1564,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1565,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1566,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1567,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1568,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1569,才华子木哥哥,10004,26,30010,1001;5001;6001;7001;8001;9001,13023001;13026001;13024001;13027001,103,10010;20010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5400;6400,
1570,才华子木哥哥,10004,26,30010,1001;5001;6001;7001;8001;9001,13023001;13026001;13024001;13027001,103,10010;20010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5400;6400,
1571,才华子木哥哥,10004,26,30010,1001;5001;6001;7001;8001;9001,13023001;13026001;13024001;13027001,103,10010;20010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5400;6400,
1572,才华子木哥哥,10004,26,30010,1001;5001;6001;7001;8001;9001,13023001;13026001;13024001;13027001,103,10010;20010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5400;6400,
1573,才华子木哥哥,10004,26,30010,1001;5001;6001;7001;8001;9001,13023001;13026001;13024001;13027001,103,10010;20010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5400;6400,
1574,才华子木哥哥,10004,26,30010,1001;5001;6001;7001;8001;9001,13023001;13026001;13024001;13027001,103,10010;20010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5400;6400,
1575,才华子木哥哥,10004,26,30010,1001;5001;6001;7001;8001;9001,13023001;13026001;13024001;13027001,103,10010;20010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5400;6400,
1576,才华子木哥哥,10004,26,30010,1001;5001;6001;7001;8001;9001,13023001;13026001;13024001;13027001,103,10010;20010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5400;6400,
1577,才华子木哥哥,10004,26,30010,1001;5001;6001;7001;8001;9001,13023001;13026001;13024001;13027001,103,10010;20010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5400;6400,
1578,才华子木哥哥,10004,26,30010,1001;5001;6001;7001;8001;9001,13023001;13026001;13024001;13027001,103,10010;20010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5400;6400,
1579,才华子木哥哥,10004,26,30010,1001;5001;6001;7001;8001;9001,13023001;13026001;13024001;13027001,103,10010;20010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5400;6400,
1580,才华子木哥哥,10004,26,30010,1001;5001;6001;7001;8001;9001,13023001;13026001;13024001;13027001,103,10010;20010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5400;6400,
1581,才华子木哥哥,10004,26,30010,1001;5001;6001;7001;8001;9001,13023001;13026001;13024001;13027001,103,10010;20010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5400;6400,
1582,才华子木哥哥,10004,26,30010,1001;5001;6001;7001;8001;9001,13023001;13026001;13024001;13027001,103,10010;20010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5400;6400,
1583,才华子木哥哥,10004,26,30010,1001;5001;6001;7001;8001;9001,13023001;13026001;13024001;13027001,103,10010;20010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5400;6400,
1584,才华子木哥哥,10004,26,30010,1001;5001;6001;7001;8001;9001,13023001;13026001;13024001;13027001,103,10010;20010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5400;6400,
1585,才华子木哥哥,10004,26,30010,1001;5001;6001;7001;8001;9001,13023001;13026001;13024001;13027001,103,10010;20010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5400;6400,
1586,才华子木哥哥,10004,26,30010,1001;5001;6001;7001;8001;9001,13023001;13026001;13024001;13027001,103,10010;20010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5400;6400,
1587,才华子木哥哥,10004,26,30010,1001;5001;6001;7001;8001;9001,13023001;13026001;13024001;13027001,103,10010;20010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5400;6400,
1588,才华子木哥哥,10004,26,30010,1001;5001;6001;7001;8001;9001,13023001;13026001;13024001;13027001,103,10010;20010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5400;6400,
1589,才华子木哥哥,10004,26,30010,1001;5001;6001;7001;8001;9001,13023001;13026001;13024001;13027001,103,10010;20010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5400;6400,
1590,才华子木哥哥,10004,26,30010,1001;5001;6001;7001;8001;9001,13023001;13026001;13024001;13027001,103,10010;20010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5400;6400,
1591,才华子木哥哥,10004,26,30010,1001;5001;6001;7001;8001;9001,13023001;13026001;13024001;13027001,103,10010;20010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5400;6400,
1592,才华子木哥哥,10004,26,30010,1001;5001;6001;7001;8001;9001,13023001;13026001;13024001;13027001,103,10010;20010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5400;6400,
1593,才华子木哥哥,10004,26,30010,1001;5001;6001;7001;8001;9001,13023001;13026001;13024001;13027001,103,10010;20010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5400;6400,
1594,才华子木哥哥,10004,26,30010,1001;5001;6001;7001;8001;9001,13023001;13026001;13024001;13027001,103,10010;20010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5400;6400,
1595,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1596,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1597,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1598,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1599,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1600,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1601,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1602,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1603,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1604,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1605,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1606,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1607,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1608,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1609,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1610,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1611,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1612,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1613,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1614,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1615,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1616,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1617,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1618,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1619,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1620,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1621,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1622,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1623,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1624,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1625,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1626,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1627,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1628,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1629,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1630,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1631,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1632,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1633,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1634,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1635,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1636,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
