唯一id,场景id,地图id,场景类型,挑战CD,在线base经验,在线伙伴经验,在线银币,技能经验,在线金币,在线魔魂值,在线掉落包ID,活动掉落ID,通关base经验,通关job经验,通关银币,通关金币,通关伙伴经验,活动通关现金,通关超过人数,通关公会活跃,通关掉落包ID,bossId,挑战后掉落次数,BOSS挑战等级,巡游前剧情ID,剧情索引ID,战力校验,蓝量加成,战力削弱,停留时间削弱,版本,里程积分,查封配置
170008,8,17,1,1,4720,5332,2252,3044,0,12,10000:14;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,10540,32520,6756,5,15312,0,4388,,10000:519,91616081,0,57,,,71103,20:0,,10;9:-1;10:-1;19:-1|20;9:-1;10:-1;19:-3|30;9:-2;10:-2;19:-5|60;9:-2;10:-2;19:-6|90;9:-3;10:-3;19:-8|120;9:-3;10:-3;19:-10|180;9:-4;10:-4;19:-11|240;9:-4;10:-4;19:-13|300;9:-5;10:-5;19:-15|360;9:-5;10:-5;19:-16|420;9:-6;10:-6;19:-18|480;9:-6;10:-6;19:-20|540;9:-7;10:-7;19:-21|600;9:-7;10:-7;19:-23|660;9:-8;10:-8;19:-25|720;9:-8;10:-8;19:-26|780;9:-9;10:-9;19:-28|900;9:-9;10:-9;19:-30|1020;9:-10;10:-10;19:-31|1140;9:-10;10:-10;19:-33|1260;9:-11;10:-11;19:-35|1380;9:-11;10:-11;19:-36|1500;9:-12;10:-12;19:-38|1620;9:-12;10:-12;19:-40,7,722,5;8000
170009,9,17,1,1,4720,5332,2252,3044,0,12,10000:14;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,10550,32530,6756,5,15330,0,4389,,10000:519;10000:6229,91602082,0,57,,,71097,20:0,,10;9:-1;10:-1;19:-1|20;9:-1;10:-1;19:-3|30;9:-2;10:-2;19:-5|60;9:-2;10:-2;19:-6|90;9:-3;10:-3;19:-8|120;9:-3;10:-3;19:-10|180;9:-4;10:-4;19:-11|240;9:-4;10:-4;19:-13|300;9:-5;10:-5;19:-15|360;9:-5;10:-5;19:-16|420;9:-6;10:-6;19:-18|480;9:-6;10:-6;19:-20|540;9:-7;10:-7;19:-21|600;9:-7;10:-7;19:-23|660;9:-8;10:-8;19:-25|720;9:-8;10:-8;19:-26|780;9:-9;10:-9;19:-28|900;9:-9;10:-9;19:-30|1020;9:-10;10:-10;19:-31|1140;9:-10;10:-10;19:-33|1260;9:-11;10:-11;19:-35|1380;9:-11;10:-11;19:-36|1500;9:-12;10:-12;19:-38|1620;9:-12;10:-12;19:-40,7,722,5;8000
170010,10,17,1,1,4720,5332,2252,3044,0,12,10000:14;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,10560,32540,6756,5,15348,1,4390,,10000:519,91607083,0,57,,,71091,20:0,,10;9:-1;10:-1;19:-1|20;9:-1;10:-1;19:-3|30;9:-2;10:-2;19:-5|60;9:-2;10:-2;19:-6|90;9:-3;10:-3;19:-8|120;9:-3;10:-3;19:-10|180;9:-4;10:-4;19:-11|240;9:-4;10:-4;19:-13|300;9:-5;10:-5;19:-15|360;9:-5;10:-5;19:-16|420;9:-6;10:-6;19:-18|480;9:-6;10:-6;19:-20|540;9:-7;10:-7;19:-21|600;9:-7;10:-7;19:-23|660;9:-8;10:-8;19:-25|720;9:-8;10:-8;19:-26|780;9:-9;10:-9;19:-28|900;9:-9;10:-9;19:-30|1020;9:-10;10:-10;19:-31|1140;9:-10;10:-10;19:-33|1260;9:-11;10:-11;19:-35|1380;9:-11;10:-11;19:-36|1500;9:-12;10:-12;19:-38|1620;9:-12;10:-12;19:-40,7,722,5;8000
170011,11,17,1,1,4724,5340,2256,3044,0,12,10000:14;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,10570,32550,6768,5,15366,0,4391,,10000:519,91612120,0,57,,,71086,20:0,,10;9:-1;10:-1;19:-1|20;9:-1;10:-1;19:-3|30;9:-2;10:-2;19:-5|60;9:-2;10:-2;19:-6|90;9:-3;10:-3;19:-8|120;9:-3;10:-3;19:-10|180;9:-4;10:-4;19:-11|240;9:-4;10:-4;19:-13|300;9:-5;10:-5;19:-15|360;9:-5;10:-5;19:-16|420;9:-6;10:-6;19:-18|480;9:-6;10:-6;19:-20|540;9:-7;10:-7;19:-21|600;9:-7;10:-7;19:-23|660;9:-8;10:-8;19:-25|720;9:-8;10:-8;19:-26|780;9:-9;10:-9;19:-28|900;9:-9;10:-9;19:-30|1020;9:-10;10:-10;19:-31|1140;9:-10;10:-10;19:-33|1260;9:-11;10:-11;19:-35|1380;9:-11;10:-11;19:-36|1500;9:-12;10:-12;19:-38|1620;9:-12;10:-12;19:-40,7,723,5;8000
170012,12,17,1,1,4724,5340,2256,3044,0,12,10000:14;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,10580,32560,6768,5,15384,0,4392,,10000:519,91617081,0,57,,,71080,20:0,,10;9:-1;10:-1;19:-1|20;9:-1;10:-1;19:-3|30;9:-2;10:-2;19:-5|60;9:-2;10:-2;19:-6|90;9:-3;10:-3;19:-8|120;9:-3;10:-3;19:-10|180;9:-4;10:-4;19:-11|240;9:-4;10:-4;19:-13|300;9:-5;10:-5;19:-15|360;9:-5;10:-5;19:-16|420;9:-6;10:-6;19:-18|480;9:-6;10:-6;19:-20|540;9:-7;10:-7;19:-21|600;9:-7;10:-7;19:-23|660;9:-8;10:-8;19:-25|720;9:-8;10:-8;19:-26|780;9:-9;10:-9;19:-28|900;9:-9;10:-9;19:-30|1020;9:-10;10:-10;19:-31|1140;9:-10;10:-10;19:-33|1260;9:-11;10:-11;19:-35|1380;9:-11;10:-11;19:-36|1500;9:-12;10:-12;19:-38|1620;9:-12;10:-12;19:-40,7,723,5;8000
170013,13,17,1,1,4724,5340,2256,3044,0,12,10000:14;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,10590,32570,6768,5,15402,0,4393,,10000:519,91603082,0,57,,,71075,20:0,,10;9:-1;10:-1;19:-1|20;9:-1;10:-1;19:-3|30;9:-2;10:-2;19:-5|60;9:-2;10:-2;19:-6|90;9:-3;10:-3;19:-8|120;9:-3;10:-3;19:-10|180;9:-4;10:-4;19:-11|240;9:-4;10:-4;19:-13|300;9:-5;10:-5;19:-15|360;9:-5;10:-5;19:-16|420;9:-6;10:-6;19:-18|480;9:-6;10:-6;19:-20|540;9:-7;10:-7;19:-21|600;9:-7;10:-7;19:-23|660;9:-8;10:-8;19:-25|720;9:-8;10:-8;19:-26|780;9:-9;10:-9;19:-28|900;9:-9;10:-9;19:-30|1020;9:-10;10:-10;19:-31|1140;9:-10;10:-10;19:-33|1260;9:-11;10:-11;19:-35|1380;9:-11;10:-11;19:-36|1500;9:-12;10:-12;19:-38|1620;9:-12;10:-12;19:-40,7,723,5;8000
170014,14,17,1,1,4724,5340,2256,3044,0,12,10000:14;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,10600,32580,6768,5,15420,0,4394,,10000:519,91608083,0,57,,,71069,20:0,,10;9:-1;10:-1;19:-1|20;9:-1;10:-1;19:-3|30;9:-2;10:-2;19:-5|60;9:-2;10:-2;19:-6|90;9:-3;10:-3;19:-8|120;9:-3;10:-3;19:-10|180;9:-4;10:-4;19:-11|240;9:-4;10:-4;19:-13|300;9:-5;10:-5;19:-15|360;9:-5;10:-5;19:-16|420;9:-6;10:-6;19:-18|480;9:-6;10:-6;19:-20|540;9:-7;10:-7;19:-21|600;9:-7;10:-7;19:-23|660;9:-8;10:-8;19:-25|720;9:-8;10:-8;19:-26|780;9:-9;10:-9;19:-28|900;9:-9;10:-9;19:-30|1020;9:-10;10:-10;19:-31|1140;9:-10;10:-10;19:-33|1260;9:-11;10:-11;19:-35|1380;9:-11;10:-11;19:-36|1500;9:-12;10:-12;19:-38|1620;9:-12;10:-12;19:-40,7,723,5;8000
170015,15,17,1,1,4724,5340,2256,3044,0,12,10000:14;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,10610,32590,6768,5,15438,1,4395,,10000:519,91613084,0,57,,,71451,20:0,,10;9:-1;10:-1;19:-1|20;9:-1;10:-1;19:-3|30;9:-2;10:-2;19:-5|60;9:-2;10:-2;19:-6|90;9:-3;10:-3;19:-8|120;9:-3;10:-3;19:-10|180;9:-4;10:-4;19:-11|240;9:-4;10:-4;19:-13|300;9:-5;10:-5;19:-15|360;9:-5;10:-5;19:-16|420;9:-6;10:-6;19:-18|480;9:-6;10:-6;19:-20|540;9:-7;10:-7;19:-21|600;9:-7;10:-7;19:-23|660;9:-8;10:-8;19:-25|720;9:-8;10:-8;19:-26|780;9:-9;10:-9;19:-28|900;9:-9;10:-9;19:-30|1020;9:-10;10:-10;19:-31|1140;9:-10;10:-10;19:-33|1260;9:-11;10:-11;19:-35|1380;9:-11;10:-11;19:-36|1500;9:-12;10:-12;19:-38|1620;9:-12;10:-12;19:-40,7,723,5;8000
170016,16,17,1,1,4728,5348,2260,3052,0,12,10000:15;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,10620,32600,6780,5,15456,0,4396,,10000:520,91618085,0,57,,,71445,20:0,,10;9:-1;10:-1;19:-1|20;9:-1;10:-1;19:-3|30;9:-2;10:-2;19:-5|60;9:-2;10:-2;19:-6|90;9:-3;10:-3;19:-8|120;9:-3;10:-3;19:-10|180;9:-4;10:-4;19:-11|240;9:-4;10:-4;19:-13|300;9:-5;10:-5;19:-15|360;9:-5;10:-5;19:-16|420;9:-6;10:-6;19:-18|480;9:-6;10:-6;19:-20|540;9:-7;10:-7;19:-21|600;9:-7;10:-7;19:-23|660;9:-8;10:-8;19:-25|720;9:-8;10:-8;19:-26|780;9:-9;10:-9;19:-28|900;9:-9;10:-9;19:-30|1020;9:-10;10:-10;19:-31|1140;9:-10;10:-10;19:-33|1260;9:-11;10:-11;19:-35|1380;9:-11;10:-11;19:-36|1500;9:-12;10:-12;19:-38|1620;9:-12;10:-12;19:-40,7,723,5;8000
170017,17,17,1,1,4728,5348,2260,3052,0,12,10000:15;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,10630,32610,6780,5,15474,0,4397,,10000:520,91604086,0,57,,,71440,20:0,,10;9:-1;10:-1;19:-1|20;9:-1;10:-1;19:-3|30;9:-2;10:-2;19:-5|60;9:-2;10:-2;19:-6|90;9:-3;10:-3;19:-8|120;9:-3;10:-3;19:-10|180;9:-4;10:-4;19:-11|240;9:-4;10:-4;19:-13|300;9:-5;10:-5;19:-15|360;9:-5;10:-5;19:-16|420;9:-6;10:-6;19:-18|480;9:-6;10:-6;19:-20|540;9:-7;10:-7;19:-21|600;9:-7;10:-7;19:-23|660;9:-8;10:-8;19:-25|720;9:-8;10:-8;19:-26|780;9:-9;10:-9;19:-28|900;9:-9;10:-9;19:-30|1020;9:-10;10:-10;19:-31|1140;9:-10;10:-10;19:-33|1260;9:-11;10:-11;19:-35|1380;9:-11;10:-11;19:-36|1500;9:-12;10:-12;19:-38|1620;9:-12;10:-12;19:-40,7,723,5;8000
170018,18,17,1,1,4728,5348,2260,3052,0,12,10000:15;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,10640,32620,6780,5,15492,0,4398,,10000:520,91609120,0,57,,,71434,20:0,,10;9:-1;10:-1;19:-1|20;9:-1;10:-1;19:-3|30;9:-2;10:-2;19:-5|60;9:-2;10:-2;19:-6|90;9:-3;10:-3;19:-8|120;9:-3;10:-3;19:-10|180;9:-4;10:-4;19:-11|240;9:-4;10:-4;19:-13|300;9:-5;10:-5;19:-15|360;9:-5;10:-5;19:-16|420;9:-6;10:-6;19:-18|480;9:-6;10:-6;19:-20|540;9:-7;10:-7;19:-21|600;9:-7;10:-7;19:-23|660;9:-8;10:-8;19:-25|720;9:-8;10:-8;19:-26|780;9:-9;10:-9;19:-28|900;9:-9;10:-9;19:-30|1020;9:-10;10:-10;19:-31|1140;9:-10;10:-10;19:-33|1260;9:-11;10:-11;19:-35|1380;9:-11;10:-11;19:-36|1500;9:-12;10:-12;19:-38|1620;9:-12;10:-12;19:-40,7,723,5;8000
170019,19,17,1,1,4728,5348,2260,3052,0,12,10000:15;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,10650,32630,6780,5,15510,0,4399,,10000:520;10000:6230,91614084,0,57,,,71428,20:0,,10;9:-1;10:-1;19:-1|20;9:-1;10:-1;19:-3|30;9:-2;10:-2;19:-5|60;9:-2;10:-2;19:-6|90;9:-3;10:-3;19:-8|120;9:-3;10:-3;19:-10|180;9:-4;10:-4;19:-11|240;9:-4;10:-4;19:-13|300;9:-5;10:-5;19:-15|360;9:-5;10:-5;19:-16|420;9:-6;10:-6;19:-18|480;9:-6;10:-6;19:-20|540;9:-7;10:-7;19:-21|600;9:-7;10:-7;19:-23|660;9:-8;10:-8;19:-25|720;9:-8;10:-8;19:-26|780;9:-9;10:-9;19:-28|900;9:-9;10:-9;19:-30|1020;9:-10;10:-10;19:-31|1140;9:-10;10:-10;19:-33|1260;9:-11;10:-11;19:-35|1380;9:-11;10:-11;19:-36|1500;9:-12;10:-12;19:-38|1620;9:-12;10:-12;19:-40,7,723,5;8000
170020,20,17,1,1,4728,5348,2260,3052,0,12,10000:15;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,10660,32640,6780,5,15528,1,4400,,10000:520,91619085,0,57,,,71423,20:0,,10;9:-1;10:-1;19:-1|20;9:-1;10:-1;19:-3|30;9:-2;10:-2;19:-5|60;9:-2;10:-2;19:-6|90;9:-3;10:-3;19:-8|120;9:-3;10:-3;19:-10|180;9:-4;10:-4;19:-11|240;9:-4;10:-4;19:-13|300;9:-5;10:-5;19:-15|360;9:-5;10:-5;19:-16|420;9:-6;10:-6;19:-18|480;9:-6;10:-6;19:-20|540;9:-7;10:-7;19:-21|600;9:-7;10:-7;19:-23|660;9:-8;10:-8;19:-25|720;9:-8;10:-8;19:-26|780;9:-9;10:-9;19:-28|900;9:-9;10:-9;19:-30|1020;9:-10;10:-10;19:-31|1140;9:-10;10:-10;19:-33|1260;9:-11;10:-11;19:-35|1380;9:-11;10:-11;19:-36|1500;9:-12;10:-12;19:-38|1620;9:-12;10:-12;19:-40,7,723,5;8000
170021,21,17,1,1,4732,5356,2264,3052,0,12,10000:15;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,10670,32650,6792,5,15546,0,4401,,10000:520,91604086,0,57,,,71417,20:0,,10;9:-1;10:-1;19:-1|20;9:-1;10:-1;19:-3|30;9:-2;10:-2;19:-5|60;9:-2;10:-2;19:-6|90;9:-3;10:-3;19:-8|120;9:-3;10:-3;19:-10|180;9:-4;10:-4;19:-11|240;9:-4;10:-4;19:-13|300;9:-5;10:-5;19:-15|360;9:-5;10:-5;19:-16|420;9:-6;10:-6;19:-18|480;9:-6;10:-6;19:-20|540;9:-7;10:-7;19:-21|600;9:-7;10:-7;19:-23|660;9:-8;10:-8;19:-25|720;9:-8;10:-8;19:-26|780;9:-9;10:-9;19:-28|900;9:-9;10:-9;19:-30|1020;9:-10;10:-10;19:-31|1140;9:-10;10:-10;19:-33|1260;9:-11;10:-11;19:-35|1380;9:-11;10:-11;19:-36|1500;9:-12;10:-12;19:-38|1620;9:-12;10:-12;19:-40,7,724,5;8000
170022,22,17,1,1,4732,5356,2264,3052,0,12,10000:15;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,10680,32660,6792,5,15564,0,4402,,10000:520,91609087,0,57,,,71412,20:0,,10;9:-1;10:-1;19:-1|20;9:-1;10:-1;19:-3|30;9:-2;10:-2;19:-5|60;9:-2;10:-2;19:-6|90;9:-3;10:-3;19:-8|120;9:-3;10:-3;19:-10|180;9:-4;10:-4;19:-11|240;9:-4;10:-4;19:-13|300;9:-5;10:-5;19:-15|360;9:-5;10:-5;19:-16|420;9:-6;10:-6;19:-18|480;9:-6;10:-6;19:-20|540;9:-7;10:-7;19:-21|600;9:-7;10:-7;19:-23|660;9:-8;10:-8;19:-25|720;9:-8;10:-8;19:-26|780;9:-9;10:-9;19:-28|900;9:-9;10:-9;19:-30|1020;9:-10;10:-10;19:-31|1140;9:-10;10:-10;19:-33|1260;9:-11;10:-11;19:-35|1380;9:-11;10:-11;19:-36|1500;9:-12;10:-12;19:-38|1620;9:-12;10:-12;19:-40,7,724,5;8000
170023,23,17,1,1,4732,5356,2264,3052,0,12,10000:15;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,10690,32670,6792,5,15582,0,4403,,10000:520,91614088,0,57,,,71406,20:0,,10;9:-1;10:-1;19:-1|20;9:-1;10:-1;19:-3|30;9:-2;10:-2;19:-5|60;9:-2;10:-2;19:-6|90;9:-3;10:-3;19:-8|120;9:-3;10:-3;19:-10|180;9:-4;10:-4;19:-11|240;9:-4;10:-4;19:-13|300;9:-5;10:-5;19:-15|360;9:-5;10:-5;19:-16|420;9:-6;10:-6;19:-18|480;9:-6;10:-6;19:-20|540;9:-7;10:-7;19:-21|600;9:-7;10:-7;19:-23|660;9:-8;10:-8;19:-25|720;9:-8;10:-8;19:-26|780;9:-9;10:-9;19:-28|900;9:-9;10:-9;19:-30|1020;9:-10;10:-10;19:-31|1140;9:-10;10:-10;19:-33|1260;9:-11;10:-11;19:-35|1380;9:-11;10:-11;19:-36|1500;9:-12;10:-12;19:-38|1620;9:-12;10:-12;19:-40,7,724,5;8000
170024,24,17,1,1,4732,5356,2264,3052,0,12,10000:15;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,10700,32680,6792,5,15600,0,4404,,10000:520,91619089,0,57,,,71400,20:0,,10;9:-1;10:-1;19:-1|20;9:-1;10:-1;19:-3|30;9:-2;10:-2;19:-5|60;9:-2;10:-2;19:-6|90;9:-3;10:-3;19:-8|120;9:-3;10:-3;19:-10|180;9:-4;10:-4;19:-11|240;9:-4;10:-4;19:-13|300;9:-5;10:-5;19:-15|360;9:-5;10:-5;19:-16|420;9:-6;10:-6;19:-18|480;9:-6;10:-6;19:-20|540;9:-7;10:-7;19:-21|600;9:-7;10:-7;19:-23|660;9:-8;10:-8;19:-25|720;9:-8;10:-8;19:-26|780;9:-9;10:-9;19:-28|900;9:-9;10:-9;19:-30|1020;9:-10;10:-10;19:-31|1140;9:-10;10:-10;19:-33|1260;9:-11;10:-11;19:-35|1380;9:-11;10:-11;19:-36|1500;9:-12;10:-12;19:-38|1620;9:-12;10:-12;19:-40,7,724,5;8000
170025,25,17,1,1,4732,5356,2264,3052,0,12,10000:15;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,10710,32690,6792,5,15618,1,4405,,10000:520,91604090,0,57,,,71468,20:0,,10;9:-1;10:-1;19:-1|20;9:-1;10:-1;19:-3|30;9:-2;10:-2;19:-5|60;9:-2;10:-2;19:-6|90;9:-3;10:-3;19:-8|120;9:-3;10:-3;19:-10|180;9:-4;10:-4;19:-11|240;9:-4;10:-4;19:-13|300;9:-5;10:-5;19:-15|360;9:-5;10:-5;19:-16|420;9:-6;10:-6;19:-18|480;9:-6;10:-6;19:-20|540;9:-7;10:-7;19:-21|600;9:-7;10:-7;19:-23|660;9:-8;10:-8;19:-25|720;9:-8;10:-8;19:-26|780;9:-9;10:-9;19:-28|900;9:-9;10:-9;19:-30|1020;9:-10;10:-10;19:-31|1140;9:-10;10:-10;19:-33|1260;9:-11;10:-11;19:-35|1380;9:-11;10:-11;19:-36|1500;9:-12;10:-12;19:-38|1620;9:-12;10:-12;19:-40,7,724,5;8000
170026,26,17,1,1,4736,5364,2268,3056,0,12,10000:15;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,10720,32700,6804,5,15636,0,4406,,10000:520,91609091,0,57,,,71462,20:0,,10;9:-1;10:-1;19:-1|20;9:-1;10:-1;19:-3|30;9:-2;10:-2;19:-5|60;9:-2;10:-2;19:-6|90;9:-3;10:-3;19:-8|120;9:-3;10:-3;19:-10|180;9:-4;10:-4;19:-11|240;9:-4;10:-4;19:-13|300;9:-5;10:-5;19:-15|360;9:-5;10:-5;19:-16|420;9:-6;10:-6;19:-18|480;9:-6;10:-6;19:-20|540;9:-7;10:-7;19:-21|600;9:-7;10:-7;19:-23|660;9:-8;10:-8;19:-25|720;9:-8;10:-8;19:-26|780;9:-9;10:-9;19:-28|900;9:-9;10:-9;19:-30|1020;9:-10;10:-10;19:-31|1140;9:-10;10:-10;19:-33|1260;9:-11;10:-11;19:-35|1380;9:-11;10:-11;19:-36|1500;9:-12;10:-12;19:-38|1620;9:-12;10:-12;19:-40,7,724,5;8000
170027,27,17,1,1,4736,5364,2268,3056,0,12,10000:15;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,10730,32710,6804,5,15654,0,4407,,10000:520,91614092,0,57,,,71457,20:0,,10;9:-1;10:-1;19:-1|20;9:-1;10:-1;19:-3|30;9:-2;10:-2;19:-5|60;9:-2;10:-2;19:-6|90;9:-3;10:-3;19:-8|120;9:-3;10:-3;19:-10|180;9:-4;10:-4;19:-11|240;9:-4;10:-4;19:-13|300;9:-5;10:-5;19:-15|360;9:-5;10:-5;19:-16|420;9:-6;10:-6;19:-18|480;9:-6;10:-6;19:-20|540;9:-7;10:-7;19:-21|600;9:-7;10:-7;19:-23|660;9:-8;10:-8;19:-25|720;9:-8;10:-8;19:-26|780;9:-9;10:-9;19:-28|900;9:-9;10:-9;19:-30|1020;9:-10;10:-10;19:-31|1140;9:-10;10:-10;19:-33|1260;9:-11;10:-11;19:-35|1380;9:-11;10:-11;19:-36|1500;9:-12;10:-12;19:-38|1620;9:-12;10:-12;19:-40,7,724,5;8000
170028,28,17,1,1,4736,5364,2268,3056,0,12,10000:15;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,10740,32720,6804,5,15672,0,4408,,10000:520,91619130,0,57,,,71451,20:0,,10;9:-1;10:-1;19:-1|20;9:-1;10:-1;19:-3|30;9:-2;10:-2;19:-5|60;9:-2;10:-2;19:-6|90;9:-3;10:-3;19:-8|120;9:-3;10:-3;19:-10|180;9:-4;10:-4;19:-11|240;9:-4;10:-4;19:-13|300;9:-5;10:-5;19:-15|360;9:-5;10:-5;19:-16|420;9:-6;10:-6;19:-18|480;9:-6;10:-6;19:-20|540;9:-7;10:-7;19:-21|600;9:-7;10:-7;19:-23|660;9:-8;10:-8;19:-25|720;9:-8;10:-8;19:-26|780;9:-9;10:-9;19:-28|900;9:-9;10:-9;19:-30|1020;9:-10;10:-10;19:-31|1140;9:-10;10:-10;19:-33|1260;9:-11;10:-11;19:-35|1380;9:-11;10:-11;19:-36|1500;9:-12;10:-12;19:-38|1620;9:-12;10:-12;19:-40,7,724,5;8000
170029,29,17,1,1,4736,5364,2268,3056,0,12,10000:15;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,10750,32730,6804,5,15690,0,4409,,10000:520;10000:6231,91604085,0,57,,,71446,20:0,,10;9:-1;10:-1;19:-1|20;9:-1;10:-1;19:-3|30;9:-2;10:-2;19:-5|60;9:-2;10:-2;19:-6|90;9:-3;10:-3;19:-8|120;9:-3;10:-3;19:-10|180;9:-4;10:-4;19:-11|240;9:-4;10:-4;19:-13|300;9:-5;10:-5;19:-15|360;9:-5;10:-5;19:-16|420;9:-6;10:-6;19:-18|480;9:-6;10:-6;19:-20|540;9:-7;10:-7;19:-21|600;9:-7;10:-7;19:-23|660;9:-8;10:-8;19:-25|720;9:-8;10:-8;19:-26|780;9:-9;10:-9;19:-28|900;9:-9;10:-9;19:-30|1020;9:-10;10:-10;19:-31|1140;9:-10;10:-10;19:-33|1260;9:-11;10:-11;19:-35|1380;9:-11;10:-11;19:-36|1500;9:-12;10:-12;19:-38|1620;9:-12;10:-12;19:-40,7,724,5;8000
170030,30,17,1,1,4736,5364,2268,3056,0,12,10000:15;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,10760,32740,6804,5,15708,1,4410,,10000:520,91609086,0,57,,,71440,20:0,,10;9:-1;10:-1;19:-1|20;9:-1;10:-1;19:-3|30;9:-2;10:-2;19:-5|60;9:-2;10:-2;19:-6|90;9:-3;10:-3;19:-8|120;9:-3;10:-3;19:-10|180;9:-4;10:-4;19:-11|240;9:-4;10:-4;19:-13|300;9:-5;10:-5;19:-15|360;9:-5;10:-5;19:-16|420;9:-6;10:-6;19:-18|480;9:-6;10:-6;19:-20|540;9:-7;10:-7;19:-21|600;9:-7;10:-7;19:-23|660;9:-8;10:-8;19:-25|720;9:-8;10:-8;19:-26|780;9:-9;10:-9;19:-28|900;9:-9;10:-9;19:-30|1020;9:-10;10:-10;19:-31|1140;9:-10;10:-10;19:-33|1260;9:-11;10:-11;19:-35|1380;9:-11;10:-11;19:-36|1500;9:-12;10:-12;19:-38|1620;9:-12;10:-12;19:-40,7,724,5;8000
170031,31,17,1,1,4740,5372,2272,3056,0,12,10000:15;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,10770,32750,6816,5,15726,0,4411,,10000:520,91614087,0,57,,,71434,20:0,,10;9:-1;10:-1;19:-1|20;9:-1;10:-1;19:-3|30;9:-2;10:-2;19:-5|60;9:-2;10:-2;19:-6|90;9:-3;10:-3;19:-8|120;9:-3;10:-3;19:-10|180;9:-4;10:-4;19:-11|240;9:-4;10:-4;19:-13|300;9:-5;10:-5;19:-15|360;9:-5;10:-5;19:-16|420;9:-6;10:-6;19:-18|480;9:-6;10:-6;19:-20|540;9:-7;10:-7;19:-21|600;9:-7;10:-7;19:-23|660;9:-8;10:-8;19:-25|720;9:-8;10:-8;19:-26|780;9:-9;10:-9;19:-28|900;9:-9;10:-9;19:-30|1020;9:-10;10:-10;19:-31|1140;9:-10;10:-10;19:-33|1260;9:-11;10:-11;19:-35|1380;9:-11;10:-11;19:-36|1500;9:-12;10:-12;19:-38|1620;9:-12;10:-12;19:-40,7,725,5;8000
