唯一id,怪物id,角色等级,怪物职业,职业类型,生命,蓝量,技能id,属性id,被动技能,英语唯一名
55068,2668,1,1,2,3094983.0,100000.0,90125:1;90126:1,3,,Koboldleader
55069,2669,1,1,2,3094983.0,100000.0,90125:1;90126:1,3,,Koboldleader
55070,2670,1,1,2,3094983.0,100000.0,90130:1;90131:1,4,,Goblinleader
55071,2671,1,1,2,3094983.0,100000.0,90130:1;90131:1,4,,Goblinleader
55072,2672,1,1,2,3094983.0,100000.0,90130:1;90131:1,4,,Goblinleader
55073,2673,1,1,2,3094983.0,100000.0,90130:1;90131:1,4,,Goblinleader
55074,2674,1,1,2,3094983.0,100000.0,90130:1;90131:1,4,,Goblinleader
55075,2675,1,1,2,3094983.0,100000.0,90138:1;90139:1,5,,Phreeoni
55076,2676,1,1,2,3094983.0,100000.0,90138:1;90139:1,5,,Phreeoni
55077,2677,1,1,2,3094983.0,100000.0,90138:1;90139:1,5,,Phreeoni
55078,2678,1,1,2,3094983.0,100000.0,90138:1;90139:1,5,,Phreeoni
55079,2679,1,1,2,3094983.0,100000.0,90138:1;90139:1,5,,Phreeoni
55080,2680,1,2,2,3094983.0,100000.0,90141:1;90142:1,6,,Pecopeco
55081,2681,1,2,2,3094983.0,100000.0,90141:1;90142:1,6,,Pecopeco
55082,2682,1,2,2,3094983.0,100000.0,90141:1;90142:1,6,,Pecopeco
55083,2683,1,2,2,3094983.0,100000.0,90141:1;90142:1,6,,Pecopeco
55084,2684,1,2,2,3094983.0,100000.0,90141:1;90142:1,6,,Pecopeco
55085,2685,1,1,2,3094983.0,100000.0,90145:1;90146:1,3,,Golem
55086,2686,1,1,2,3094983.0,100000.0,90145:1;90146:1,3,,Golem
55087,2687,1,1,2,3094983.0,100000.0,90145:1;90146:1,3,,Golem
55088,2688,1,1,2,3094983.0,100000.0,90145:1;90146:1,3,,Golem
55089,2689,1,1,2,3094983.0,100000.0,90145:1;90146:1,3,,Golem
55090,2690,1,1,2,3094983.0,100000.0,90174:1;90175:1,3,,Greatestgeneral
55091,2691,1,1,2,3094983.0,100000.0,90174:1;90175:1,3,,Greatestgeneral
55092,2692,1,1,2,3094983.0,100000.0,90174:1;90175:1,3,,Greatestgeneral
55093,2693,1,1,2,3094983.0,100000.0,90174:1;90175:1,3,,Greatestgeneral
55094,2694,1,1,2,3094983.0,100000.0,90174:1;90175:1,3,,Greatestgeneral
55095,2695,1,1,2,3094983.0,100000.0,90178:1;90179:1,3,,Dokebi
55096,2696,1,1,2,3094983.0,100000.0,90178:1;90179:1,3,,Dokebi
55097,2697,1,1,2,3094983.0,100000.0,90178:1;90179:1,3,,Dokebi
55098,2698,1,1,2,3094983.0,100000.0,90178:1;90179:1,3,,Dokebi
55099,2699,1,1,2,3094983.0,100000.0,90178:1;90179:1,3,,Dokebi
55100,2700,1,1,2,3094983.0,100000.0,90185:1;90186:1,2,,Hyegun
55101,2701,1,1,2,3094983.0,100000.0,90185:1;90186:1,2,,Hyegun
55102,2702,1,1,2,3094983.0,100000.0,90185:1;90186:1,2,,Hyegun
55103,2703,1,1,2,3094983.0,100000.0,90185:1;90186:1,2,,Hyegun
55104,2704,1,1,2,3094983.0,100000.0,90185:1;90186:1,2,,Hyegun
55105,2705,1,2,2,3094983.0,100000.0,90189:1;90190:1,5,,NineTail
55106,2706,1,2,2,3094983.0,100000.0,90189:1;90190:1,5,,NineTail
55107,2707,1,2,2,3094983.0,100000.0,90189:1;90190:1,5,,NineTail
55108,2708,1,2,2,3094983.0,100000.0,90189:1;90190:1,5,,NineTail
55109,2709,1,2,2,3094983.0,100000.0,90189:1;90190:1,5,,NineTail
55110,2710,1,4,2,3094983.0,100000.0,90192:1;90193:1,5,,OwlbaronBlue
55111,2711,1,4,2,3094983.0,100000.0,90192:1;90193:1,5,,OwlbaronBlue
55112,2712,1,4,2,3094983.0,100000.0,90192:1;90193:1,5,,OwlbaronBlue
55113,2713,1,4,2,3094983.0,100000.0,90192:1;90193:1,5,,OwlbaronBlue
55114,2714,1,4,2,3094983.0,100000.0,90192:1;90193:1,5,,OwlbaronBlue
55115,2715,1,1,2,3094983.0,100000.0,90195:1;90196:1,6,,Moonlight
55116,2716,1,1,2,3094983.0,100000.0,90195:1;90196:1,6,,Moonlight
55117,2717,1,1,2,3094983.0,100000.0,90195:1;90196:1,6,,Moonlight
55118,2718,1,1,2,3094983.0,100000.0,90195:1;90196:1,6,,Moonlight
55119,2719,1,1,2,3094983.0,100000.0,90195:1;90196:1,6,,Moonlight
55120,2720,1,1,2,3094983.0,100000.0,90117:1;90118:1,8,,Doppelganger
55121,2721,1,1,2,3094983.0,100000.0,90117:1;90118:1,8,,Doppelganger
55122,2722,1,1,2,3094983.0,100000.0,90117:1;90118:1,8,,Doppelganger
55123,2723,1,1,2,3094983.0,100000.0,90117:1;90118:1,8,,Doppelganger
55124,2724,1,1,2,3094983.0,100000.0,90117:1;90118:1,8,,Doppelganger
55125,2725,1,4,2,3094983.0,100000.0,90216:1;90217:1,4,,Mysteltainn
55126,2726,1,4,2,3094983.0,100000.0,90216:1;90217:1,4,,Mysteltainn
55127,2727,1,4,2,3094983.0,100000.0,90216:1;90217:1,4,,Mysteltainn
55128,2728,1,4,2,3094983.0,100000.0,90216:1;90217:1,4,,Mysteltainn
55129,2729,1,4,2,3094983.0,100000.0,90216:1;90217:1,4,,Mysteltainn
55130,2730,1,1,2,3094983.0,100000.0,90199:1;90200:1;90201:1,7,,Knight_of_abyss
55131,2731,1,1,2,3094983.0,100000.0,90199:1;90200:1;90201:1,7,,Knight_of_abyss
55132,2732,1,1,2,3094983.0,100000.0,90199:1;90200:1;90201:1,7,,Knight_of_abyss
55133,2733,1,1,2,3094983.0,100000.0,90199:1;90200:1;90201:1,7,,Knight_of_abyss
55134,2734,1,1,2,3094983.0,100000.0,90199:1;90200:1;90201:1,7,,Knight_of_abyss
55135,2735,1,1,2,3094983.0,100000.0,90134:1;90135:1,2,,Orchero
55136,2736,1,1,2,3094983.0,100000.0,90134:1;90135:1,2,,Orchero
55137,2737,1,1,2,3094983.0,100000.0,90134:1;90135:1,2,,Orchero
55138,2738,1,1,2,3094983.0,100000.0,90134:1;90135:1,2,,Orchero
55139,2739,1,1,2,3094983.0,100000.0,90134:1;90135:1,2,,Orchero
55140,2740,1,1,2,3094983.0,100000.0,90156:1;90157:1,3,,Minorous
55141,2741,1,1,2,3094983.0,100000.0,90156:1;90157:1,3,,Minorous
55142,2742,1,1,2,3094983.0,100000.0,90156:1;90157:1,3,,Minorous
55143,2743,1,1,2,3094983.0,100000.0,90156:1;90157:1,3,,Minorous
55144,2744,1,1,2,3094983.0,100000.0,90156:1;90157:1,3,,Minorous
55145,2745,1,4,2,3094983.0,100000.0,90160:1;90161:1,7,,Pharaoh
55146,2746,1,4,2,3094983.0,100000.0,90160:1;90161:1,7,,Pharaoh
55147,2747,1,4,2,3094983.0,100000.0,90160:1;90161:1,7,,Pharaoh
55148,2748,1,4,2,3094983.0,100000.0,90160:1;90161:1,7,,Pharaoh
55149,2749,1,4,2,3094983.0,100000.0,90160:1;90161:1,7,,Pharaoh
55150,2750,1,3,2,3094983.0,100000.0,90213:1;90214:1,7,,Amonra
55151,2751,1,3,2,3094983.0,100000.0,90213:1;90214:1,7,,Amonra
55152,2752,1,3,2,3094983.0,100000.0,90213:1;90214:1,7,,Amonra
55153,2753,1,3,2,3094983.0,100000.0,90213:1;90214:1,7,,Amonra
55154,2754,1,3,2,3094983.0,100000.0,90213:1;90214:1,7,,Amonra
55155,2755,1,1,2,3094983.0,100000.0,90163:1;90164:1,7,,Osiris
55156,2756,1,1,2,3094983.0,100000.0,90163:1;90164:1,7,,Osiris
55157,2757,1,1,2,3094983.0,100000.0,90163:1;90164:1,7,,Osiris
55158,2758,1,1,2,3094983.0,100000.0,90163:1;90164:1,7,,Osiris
55159,2759,1,1,2,3094983.0,100000.0,90163:1;90164:1,7,,Osiris
55160,2760,1,1,2,3094983.0,100000.0,90149:1;90150:1,7,,Maya
55161,2761,1,1,2,3094983.0,100000.0,90149:1;90150:1,7,,Maya
55162,2762,1,1,2,3094983.0,100000.0,90149:1;90150:1,7,,Maya
55163,2763,1,1,2,3094983.0,100000.0,90149:1;90150:1,7,,Maya
55164,2764,1,1,2,3094983.0,100000.0,90149:1;90150:1,7,,Maya
55165,2765,1,1,2,3094983.0,100000.0,90182:1;90183:1,3,,Eddga
55166,2766,1,1,2,3094983.0,100000.0,90182:1;90183:1,3,,Eddga
55167,2767,1,1,2,3094983.0,100000.0,90182:1;90183:1,3,,Eddga
55168,2768,1,1,2,3094983.0,100000.0,90182:1;90183:1,3,,Eddga
55169,2769,1,1,2,3094983.0,100000.0,90182:1;90183:1,3,,Eddga
55170,2770,1,1,2,3094983.0,100000.0,90219:1;90220:1,7,,Darklord
55171,2771,1,1,2,3094983.0,100000.0,90219:1;90220:1,7,,Darklord
55172,2772,1,1,2,3094983.0,100000.0,90219:1;90220:1,7,,Darklord
55173,2773,1,1,2,3094983.0,100000.0,90219:1;90220:1,7,,Darklord
55174,2774,1,1,2,3094983.0,100000.0,90219:1;90220:1,7,,Darklord
55175,2775,1,1,2,3094983.0,100000.0,90145:1;90146:1,3,,Golem
55176,2776,1,1,2,3094983.0,100000.0,90145:1;90146:1,3,,Golem
55177,2777,1,1,2,3094983.0,100000.0,90145:1;90146:1,3,,Golem
55178,2778,1,1,2,3094983.0,100000.0,90145:1;90146:1,3,,Golem
55179,2779,1,1,2,3094983.0,100000.0,90145:1;90146:1,3,,Golem
55180,2780,1,1,2,3094983.0,100000.0,90134:1;90135:1,4,,OrcheroRed
55181,2781,1,1,2,3094983.0,100000.0,90134:1;90135:1,4,,OrcheroRed
55182,2782,1,1,2,3094983.0,100000.0,90134:1;90135:1,4,,OrcheroRed
55183,2783,1,1,2,3094983.0,100000.0,90134:1;90135:1,4,,OrcheroRed
55184,2784,1,1,2,3094983.0,100000.0,90134:1;90135:1,4,,OrcheroRed
55185,2785,1,1,2,3094983.0,100000.0,90449:1;90450:1,4,,Rockgiants
55186,2786,1,1,2,3094983.0,100000.0,90449:1;90450:1,4,,Rockgiants
55187,2787,1,1,2,3094983.0,100000.0,90449:1;90450:1,4,,Rockgiants
55188,2788,1,1,2,3094983.0,100000.0,90449:1;90450:1,4,,Rockgiants
55189,2789,1,1,2,3094983.0,100000.0,90449:1;90450:1,4,,Rockgiants
55190,2790,1,1,2,3094983.0,100000.0,90399:1;90398:1,7,,Wanderman
55191,2791,1,1,2,3094983.0,100000.0,90399:1;90398:1,7,,Wanderman
55192,2792,1,1,2,3094983.0,100000.0,90399:1;90398:1,7,,Wanderman
55193,2793,1,1,2,3094983.0,100000.0,90399:1;90398:1,7,,Wanderman
55194,2794,1,1,2,3094983.0,100000.0,90399:1;90398:1,7,,Wanderman
55195,2795,1,1,2,3094983.0,100000.0,90458:1;90459:1,4,,Naghtsieger
55196,2796,1,1,2,3094983.0,100000.0,90458:1;90459:1,4,,Naghtsieger
55197,2797,1,1,2,3094983.0,100000.0,90458:1;90459:1,4,,Naghtsieger
55198,2798,1,1,2,3094983.0,100000.0,90458:1;90459:1,4,,Naghtsieger
55199,2799,1,1,2,3094983.0,100000.0,90458:1;90459:1,4,,Naghtsieger
55200,2800,1,1,2,3094983.0,100000.0,90437:1;90438:1,5,,PterosaurZI
55201,2801,1,1,2,3094983.0,100000.0,90437:1;90438:1,5,,PterosaurZI
55202,2802,1,1,2,3094983.0,100000.0,90437:1;90438:1,5,,PterosaurZI
55203,2803,1,1,2,3094983.0,100000.0,90437:1;90438:1,5,,PterosaurZI
55204,2804,1,1,2,3094983.0,100000.0,90437:1;90438:1,5,,PterosaurZI
55205,2805,1,1,2,3094983.0,100000.0,90431:1;90432:1,5,,Petit
55206,2806,1,1,2,3094983.0,100000.0,90431:1;90432:1,5,,Petit
55207,2807,1,1,2,3094983.0,100000.0,90431:1;90432:1,5,,Petit
55208,2808,1,1,2,3094983.0,100000.0,90431:1;90432:1,5,,Petit
55209,2809,1,1,2,3094983.0,100000.0,90431:1;90432:1,5,,Petit
55210,2810,1,1,2,3094983.0,100000.0,90170:1;90171:1,4,,BearORG
55211,2811,1,1,2,3094983.0,100000.0,90170:1;90171:1,4,,BearORG
55212,2812,1,1,2,3094983.0,100000.0,90170:1;90171:1,4,,BearORG
55213,2813,1,1,2,3094983.0,100000.0,90170:1;90171:1,4,,BearORG
55214,2814,1,1,2,3094983.0,100000.0,90170:1;90171:1,4,,BearORG
55215,2815,1,1,2,3094983.0,100000.0,90455:1;90456:1,4,,Detale
55216,2816,1,1,2,3094983.0,100000.0,90455:1;90456:1,4,,Detale
55217,2817,1,1,2,3094983.0,100000.0,90455:1;90456:1,4,,Detale
55218,2818,1,1,2,3094983.0,100000.0,90455:1;90456:1,4,,Detale
55219,2819,1,1,2,3094983.0,100000.0,90455:1;90456:1,4,,Detale
55220,2820,1,1,2,3094983.0,100000.0,90107:1;90108:1,4,,VagabondwolfST
55221,2821,1,1,2,3094983.0,100000.0,90107:1;90108:1,4,,VagabondwolfST
55222,2822,1,1,2,3094983.0,100000.0,90107:1;90108:1,4,,VagabondwolfST
55223,2823,1,1,2,3094983.0,100000.0,90107:1;90108:1,4,,VagabondwolfST
55224,2824,1,1,2,3094983.0,100000.0,90107:1;90108:1,4,,VagabondwolfST
55225,2825,1,1,2,3094983.0,100000.0,90401:1;90402:1,8,,Nightmare
55226,2826,1,1,2,3094983.0,100000.0,90401:1;90402:1,8,,Nightmare
55227,2827,1,1,2,3094983.0,100000.0,90401:1;90402:1,8,,Nightmare
55228,2828,1,1,2,3094983.0,100000.0,90401:1;90402:1,8,,Nightmare
55229,2829,1,1,2,3094983.0,100000.0,90401:1;90402:1,8,,Nightmare
55230,2830,1,1,2,3094983.0,100000.0,90407:1;90408:1,3,,SavageST
55231,2831,1,1,2,3094983.0,100000.0,90407:1;90408:1,3,,SavageST
55232,2832,1,1,2,3094983.0,100000.0,90407:1;90408:1,3,,SavageST
55233,2833,1,1,2,3094983.0,100000.0,90407:1;90408:1,3,,SavageST
55234,2834,1,1,2,3094983.0,100000.0,90407:1;90408:1,3,,SavageST
55235,2835,1,1,2,3094983.0,100000.0,90449:1;90450:1,4,,Rockgiants
55236,2836,1,1,2,3094983.0,100000.0,90449:1;90450:1,4,,Rockgiants
55237,2837,1,1,2,3094983.0,100000.0,90449:1;90450:1,4,,Rockgiants
55238,2838,1,1,2,3094983.0,100000.0,90449:1;90450:1,4,,Rockgiants
55239,2839,1,1,2,3094983.0,100000.0,90449:1;90450:1,4,,Rockgiants
55240,2840,1,1,2,3094983.0,100000.0,90452:1;90453:1,4,,RockST
55241,2841,1,1,2,3094983.0,100000.0,90452:1;90453:1,4,,RockST
55242,2842,1,1,2,3094983.0,100000.0,90452:1;90453:1,4,,RockST
55243,2843,1,1,2,3094983.0,100000.0,90452:1;90453:1,4,,RockST
55244,2844,1,1,2,3094983.0,100000.0,90452:1;90453:1,4,,RockST
55245,2845,1,1,2,3094983.0,100000.0,90428:1;90429:1,4,,Jakk
55246,2846,1,1,2,3094983.0,100000.0,90428:1;90429:1,4,,Jakk
55247,2847,1,1,2,3094983.0,100000.0,90428:1;90429:1,4,,Jakk
55248,2848,1,1,2,3094983.0,100000.0,90428:1;90429:1,4,,Jakk
55249,2849,1,1,2,3094983.0,100000.0,90428:1;90429:1,4,,Jakk
55250,2850,1,1,2,3094983.0,100000.0,90422:1;90423:1,7,,OrcSkeleton
55251,2851,1,1,2,3094983.0,100000.0,90422:1;90423:1,7,,OrcSkeleton
55252,2852,1,1,2,3094983.0,100000.0,90422:1;90423:1,7,,OrcSkeleton
55253,2853,1,1,2,3094983.0,100000.0,90422:1;90423:1,7,,OrcSkeleton
55254,2854,1,1,2,3094983.0,100000.0,90422:1;90423:1,7,,OrcSkeleton
55255,2855,1,1,2,3094983.0,100000.0,90464:1;90465:1,4,,Pyuriel
55256,2856,1,1,2,3094983.0,100000.0,90464:1;90465:1,4,,Pyuriel
55257,2857,1,1,2,3094983.0,100000.0,90464:1;90465:1,4,,Pyuriel
55258,2858,1,1,2,3094983.0,100000.0,90464:1;90465:1,4,,Pyuriel
55259,2859,1,1,2,3094983.0,100000.0,90464:1;90465:1,4,,Pyuriel
55260,2860,1,1,2,3094983.0,100000.0,90413:1;90414:1,3,,Magiccard
55261,2861,1,1,2,3094983.0,100000.0,90413:1;90414:1,3,,Magiccard
55262,2862,1,1,2,3094983.0,100000.0,90413:1;90414:1,3,,Magiccard
55263,2863,1,1,2,3094983.0,100000.0,90413:1;90414:1,3,,Magiccard
55264,2864,1,1,2,3094983.0,100000.0,90413:1;90414:1,3,,Magiccard
55265,2865,1,1,2,3094983.0,100000.0,90404:1;90405:1,8,,NightmareST
55266,2866,1,1,2,3094983.0,100000.0,90404:1;90405:1,8,,NightmareST
55267,2867,1,1,2,3094983.0,100000.0,90404:1;90405:1,8,,NightmareST
55268,2868,1,1,2,3094983.0,100000.0,90404:1;90405:1,8,,NightmareST
55269,2869,1,1,2,3094983.0,100000.0,90404:1;90405:1,8,,NightmareST
55270,2870,1,1,2,3094983.0,100000.0,90461:1;90462:1,4,,Lora
55271,2871,1,1,2,3094983.0,100000.0,90461:1;90462:1,4,,Lora
55272,2872,1,1,2,3094983.0,100000.0,90461:1;90462:1,4,,Lora
55273,2873,1,1,2,3094983.0,100000.0,90461:1;90462:1,4,,Lora
55274,2874,1,1,2,3094983.0,100000.0,90461:1;90462:1,4,,Lora
55275,2875,1,1,2,3094983.0,100000.0,90443:1;90444:1,3,,Stapo
55276,2876,1,1,2,3094983.0,100000.0,90443:1;90444:1,3,,Stapo
55277,2877,1,1,2,3094983.0,100000.0,90443:1;90444:1,3,,Stapo
55278,2878,1,1,2,3094983.0,100000.0,90443:1;90444:1,3,,Stapo
55279,2879,1,1,2,3094983.0,100000.0,90443:1;90444:1,3,,Stapo
55280,2880,1,1,2,3094983.0,100000.0,90416:1;90417:1,3,,Giearth
55281,2881,1,1,2,3094983.0,100000.0,90416:1;90417:1,3,,Giearth
55282,2882,1,1,2,3094983.0,100000.0,90416:1;90417:1,3,,Giearth
55283,2883,1,1,2,3094983.0,100000.0,90416:1;90417:1,3,,Giearth
55284,2884,1,1,2,3094983.0,100000.0,90416:1;90417:1,3,,Giearth
55285,2885,1,1,2,3094983.0,100000.0,90410:1;90411:1,3,,SavageGold
55286,2886,1,1,2,3094983.0,100000.0,90410:1;90411:1,3,,SavageGold
55287,2887,1,1,2,3094983.0,100000.0,90410:1;90411:1,3,,SavageGold
55288,2888,1,1,2,3094983.0,100000.0,90410:1;90411:1,3,,SavageGold
55289,2889,1,1,2,3094983.0,100000.0,90410:1;90411:1,3,,SavageGold
55290,2890,1,1,2,3094983.0,100000.0,90425:1;90426:1,7,,Skleworker
55291,2891,1,1,2,3094983.0,100000.0,90425:1;90426:1,7,,Skleworker
55292,2892,1,1,2,3094983.0,100000.0,90425:1;90426:1,7,,Skleworker
55293,2893,1,1,2,3094983.0,100000.0,90425:1;90426:1,7,,Skleworker
55294,2894,1,1,2,3094983.0,100000.0,90425:1;90426:1,7,,Skleworker
55295,2895,1,1,2,3094983.0,100000.0,90207:1;90208:1,7,,Goldenbug
55296,2896,1,1,2,3094983.0,100000.0,90207:1;90208:1,7,,Goldenbug
55297,2897,1,1,2,3094983.0,100000.0,90207:1;90208:1,7,,Goldenbug
55298,2898,1,1,2,3094983.0,100000.0,90207:1;90208:1,7,,Goldenbug
55299,2899,1,1,2,3094983.0,100000.0,90207:1;90208:1,7,,Goldenbug
55300,2900,1,1,2,3094983.0,100000.0,90419:1;90420:1,4,,Sandman
55301,2901,1,1,2,3094983.0,100000.0,90419:1;90420:1,4,,Sandman
55302,2902,1,1,2,3094983.0,100000.0,90419:1;90420:1,4,,Sandman
55303,2903,1,1,2,3094983.0,100000.0,90419:1;90420:1,4,,Sandman
55304,2904,1,1,2,3094983.0,100000.0,90419:1;90420:1,4,,Sandman
55305,2905,1,1,2,3094983.0,100000.0,90467:1;90468:1,4,,Ifrit
55306,2906,1,1,2,3094983.0,100000.0,90467:1;90468:1,4,,Ifrit
55307,2907,1,1,2,3094983.0,100000.0,90467:1;90468:1,4,,Ifrit
55308,2908,1,1,2,3094983.0,100000.0,90467:1;90468:1,4,,Ifrit
55309,2909,1,1,2,3094983.0,100000.0,90467:1;90468:1,4,,Ifrit
55310,2910,1,1,2,3094983.0,100000.0,90446:1;90447:1,3,,Wildrose
55311,2911,1,1,2,3094983.0,100000.0,90446:1;90447:1,3,,Wildrose
55312,2912,1,1,2,3094983.0,100000.0,90446:1;90447:1,3,,Wildrose
55313,2913,1,1,2,3094983.0,100000.0,90446:1;90447:1,3,,Wildrose
55314,2914,1,1,2,3094983.0,100000.0,90446:1;90447:1,3,,Wildrose
55315,2915,1,1,2,3094983.0,100000.0,90470:1;90471:1,4,,Muspellskoll
55316,2916,1,1,2,3094983.0,100000.0,90470:1;90471:1,4,,Muspellskoll
55317,2917,1,1,2,3094983.0,100000.0,90470:1;90471:1,4,,Muspellskoll
55318,2918,1,1,2,3094983.0,100000.0,90470:1;90471:1,4,,Muspellskoll
55319,2919,1,1,2,3094983.0,100000.0,90470:1;90471:1,4,,Muspellskoll
56000,2920,1,1,2,5502493.0,100000.0,90019:1,2,,Madkingrabbit
56001,2921,1,1,2,5502493.0,100000.0,90020:1;90019:1,2,,Madkingrabbit
56002,2922,1,1,2,5502493.0,100000.0,90017:1;90022:1;90020:1,2,,Madkingrabbit
56003,2923,1,1,2,5502493.0,100000.0,90021:1;90019:1;90017:1;90020:1,2,,Madkingrabbit
56004,2924,1,1,2,5502493.0,100000.0,90020:1;90019:1;90021:1;90017:1,2,,Madkingrabbit
56005,2925,1,1,2,5502493.0,100000.0,90023:1;90027:1,5,,metaller
56006,2926,1,1,2,5502493.0,100000.0,90027:1;90023:1,5,,metaller
56007,2927,1,1,2,5502493.0,100000.0,90023:1;90025:1;90027:1,5,,metaller
56008,2928,1,1,2,5502493.0,100000.0,90028:1;90023:1;90027:1;90025:1,5,,metaller
56009,2929,1,1,2,5502493.0,100000.0,90023:1;90027:1;90024:1;90028:1,5,,metaller
56010,2930,1,4,2,5502493.0,100000.0,90040:1;90041:1,6,,Mistress
56011,2931,1,4,2,5502493.0,100000.0,90043:1;90040:1;90041:1,6,,Mistress
56012,2932,1,4,2,5502493.0,100000.0,90040:1;90043:1;90044:1;90046:1,6,,Mistress
56013,2933,1,4,2,5502493.0,100000.0,90041:1;90043:1;90042:1;90040:1,6,,Mistress
56014,2934,1,4,2,5502493.0,100000.0,90043:1;90040:1;90041:1;90042:1,6,,Mistress
56015,2935,1,1,2,5502493.0,100000.0,90030:1;90031:1,4,,Polly
56016,2936,1,1,2,5502493.0,100000.0,90032:1;90035:1;90031:1,4,,Polly
56017,2937,1,1,2,5502493.0,100000.0,90036:1;90032:1;90031:1;90035:1,4,,Polly
56018,2938,1,1,2,5502493.0,100000.0,90030:1;90031:1;90035:1;90032:1,4,,Polly
56019,2939,1,1,2,5502493.0,100000.0,90032:1;90031:1;90035:1;90036:1,4,,Polly
56020,2940,1,2,2,5502493.0,100000.0,90110:1;90111:1,8,,Ghostring
56021,2941,1,2,2,5502493.0,100000.0,90110:1;90111:1,8,,Ghostring
56022,2942,1,2,2,5502493.0,100000.0,90110:1;90111:1,8,,Ghostring
56023,2943,1,2,2,5502493.0,100000.0,90110:1;90111:1,8,,Ghostring
56024,2944,1,2,2,5502493.0,100000.0,90110:1;90111:1,8,,Ghostring
56025,2945,1,1,2,5502493.0,100000.0,90107:1;90108:1,5,,Vagabondwolf
56026,2946,1,1,2,5502493.0,100000.0,90107:1;90108:1,5,,Vagabondwolf
56027,2947,1,1,2,5502493.0,100000.0,90107:1;90108:1,5,,Vagabondwolf
56028,2948,1,1,2,5502493.0,100000.0,90107:1;90108:1,5,,Vagabondwolf
56029,2949,1,1,2,5502493.0,100000.0,90107:1;90108:1,5,,Vagabondwolf
56030,2950,1,1,2,5502493.0,100000.0,90170:1;90171:1,3,,BearST
56031,2951,1,1,2,5502493.0,100000.0,90170:1;90171:1,3,,BearST
56032,2952,1,1,2,5502493.0,100000.0,90170:1;90171:1,3,,BearST
56033,2953,1,1,2,5502493.0,100000.0,90170:1;90171:1,3,,BearST
56034,2954,1,1,2,5502493.0,100000.0,90170:1;90171:1,3,,BearST
56035,2955,1,1,2,5502493.0,100000.0,90166:1;90167:1,2,,Argiope
56036,2956,1,1,2,5502493.0,100000.0,90166:1;90167:1,2,,Argiope
56037,2957,1,1,2,5502493.0,100000.0,90166:1;90167:1,2,,Argiope
56038,2958,1,1,2,5502493.0,100000.0,90166:1;90167:1,2,,Argiope
56039,2959,1,1,2,5502493.0,100000.0,90166:1;90167:1,2,,Argiope
56040,2960,1,1,2,5502493.0,100000.0,90203:1;90204:1,4,,Tirfing
56041,2961,1,1,2,5502493.0,100000.0,90203:1;90204:1,4,,Tirfing
56042,2962,1,1,2,5502493.0,100000.0,90203:1;90204:1,4,,Tirfing
56043,2963,1,1,2,5502493.0,100000.0,90203:1;90204:1,4,,Tirfing
56044,2964,1,1,2,5502493.0,100000.0,90203:1;90204:1,4,,Tirfing
56045,2965,1,1,2,5502493.0,100000.0,90210:1;90211:1,7,,Priest
56046,2966,1,1,2,5502493.0,100000.0,90210:1;90211:1,7,,Priest
56047,2967,1,1,2,5502493.0,100000.0,90210:1;90211:1,7,,Priest
56048,2968,1,1,2,5502493.0,100000.0,90210:1;90211:1,7,,Priest
56049,2969,1,1,2,5502493.0,100000.0,90210:1;90211:1,7,,Priest
56050,2970,1,2,2,5502493.0,100000.0,90152:1;90153:1,7,,Ancientmummy
56051,2971,1,2,2,5502493.0,100000.0,90152:1;90153:1,7,,Ancientmummy
56052,2972,1,2,2,5502493.0,100000.0,90152:1;90153:1,7,,Ancientmummy
56053,2973,1,2,2,5502493.0,100000.0,90152:1;90153:1,7,,Ancientmummy
56054,2974,1,2,2,5502493.0,100000.0,90152:1;90153:1,7,,Ancientmummy
56055,2975,1,1,2,5502493.0,100000.0,90113:1;90114:1,7,,Dracula
56056,2976,1,1,2,5502493.0,100000.0,90113:1;90114:1,7,,Dracula
56057,2977,1,1,2,5502493.0,100000.0,90113:1;90114:1,7,,Dracula
56058,2978,1,1,2,5502493.0,100000.0,90113:1;90114:1,7,,Dracula
56059,2979,1,1,2,5502493.0,100000.0,90113:1;90114:1,7,,Dracula
56060,2980,1,1,2,5502493.0,100000.0,90121:1;90122:1,3,,Orclord
56061,2981,1,1,2,5502493.0,100000.0,90121:1;90122:1,3,,Orclord
56062,2982,1,1,2,5502493.0,100000.0,90121:1;90122:1,3,,Orclord
56063,2983,1,1,2,5502493.0,100000.0,90121:1;90122:1,3,,Orclord
56064,2984,1,1,2,5502493.0,100000.0,90121:1;90122:1,3,,Orclord
56065,2985,1,1,2,5502493.0,100000.0,90125:1;90126:1,3,,Koboldleader
56066,2986,1,1,2,5502493.0,100000.0,90125:1;90126:1,3,,Koboldleader
56067,2987,1,1,2,5502493.0,100000.0,90125:1;90126:1,3,,Koboldleader
56068,2988,1,1,2,5502493.0,100000.0,90125:1;90126:1,3,,Koboldleader
56069,2989,1,1,2,5502493.0,100000.0,90125:1;90126:1,3,,Koboldleader
56070,2990,1,1,2,5502493.0,100000.0,90130:1;90131:1,4,,Goblinleader
56071,2991,1,1,2,5502493.0,100000.0,90130:1;90131:1,4,,Goblinleader
56072,2992,1,1,2,5502493.0,100000.0,90130:1;90131:1,4,,Goblinleader
56073,2993,1,1,2,5502493.0,100000.0,90130:1;90131:1,4,,Goblinleader
56074,2994,1,1,2,5502493.0,100000.0,90130:1;90131:1,4,,Goblinleader
