唯一id,最长战斗时间,关卡奖励,怪物等级,特殊奖励,战力校验,蓝量加成,战力削弱,停留时间削弱,版本,卡槽解锁,查封配置
314,90,5:143420,2702,,65930,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,,6;1500
315,90,5:143430,2731,12121:1,65912,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,,
316,90,5:143450,2760,,65894,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,,6;1500
317,90,5:143460,2790,,65876,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,,6;1500
318,90,5:143480,2819,,65858,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,,6;1500
319,90,5:143490,2889,,66534,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,,6;1500
320,90,5:143500,2920,12122:1,66507,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,,
321,90,5:143530,2950,,66489,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,,6;2000
322,90,5:143550,2982,,66462,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,,6;2000
323,90,5:143560,3158,,69069,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,,6;2000
324,90,5:143580,3191,,69041,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,,6;2000
325,90,5:143590,3224,12121:1,69013,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,,
326,90,5:143610,3268,,69187,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,,6;2000
327,90,5:143620,3300,,69169,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,,6;2000
328,90,5:143630,3334,,69141,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,,6;2000
329,90,5:143650,3484,,69113,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,,6;2000
330,90,5:143660,3505,12122:1;16006:1,69396,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,,
331,90,5:143690,2632,,69368,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,,6;2000
332,90,5:143710,2783,,69341,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,,6;2000
333,90,5:143720,2945,,69510,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,,6;2000
334,90,5:143740,2977,,69483,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,,6;2000
335,90,5:143750,3010,12121:1,69465,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,,
336,90,5:143770,3042,,69446,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,,6;2000
337,90,5:143780,3075,,69428,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,,6;2000
338,90,5:143800,3167,,70212,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,,6;2000
339,90,5:143810,3200,,70193,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,,6;2000
340,90,5:143820,3233,12122:1,70175,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,,
