索引,BossID,掉落Buff列表,关卡Id,勇士积分
984,57038,3000:18;3000:21;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,8024,11030
985,57313,3000:18;3000:21;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,8024,12410
986,57308,3000:18;3000:21;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,8024,13990
987,57369,3000:60;3000:63;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,8025,56370
988,57203,3000:54;3000:57;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,8026,14780
989,57208,3000:54;3000:57;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,8026,14980
990,57328,3000:54;3000:57;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,8026,28770
991,57353,3000:54;3000:57;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,8026,26800
992,57108,3000:54;3000:57;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,8026,10840
993,57118,3000:15;3000:123;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,8027,8870
994,57013,3000:15;3000:123;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,8027,10050
995,57083,3000:15;3000:123;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,8027,9060
996,57278,3000:15;3000:123;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,8027,14380
997,57253,3000:15;3000:123;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,8027,13400
998,57328,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,8028,28770
999,57333,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,8028,30750
1000,57373,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,8028,34690
1001,57388,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,8028,32720
1002,57173,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,8028,15760
1003,57228,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,8029,13790
1004,57023,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,8029,11230
1005,57123,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,8029,12020
1006,57273,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,8029,15960
1007,57308,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,8029,13990
1008,57364,500:1;500:2;500:3,8030,60310
